Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.bivariate.x * y.transformers,891168,41422,1221,0,35651584
All.bivariate.x * y.ad,1396682,99696,3449,0,35651584
All.bivariate.x * y.ad/double,1477562,109726,3446,0,35651584
All.bivariate.x * y.backprop,1385435,107152,4054,0,35651584
All.bivariate.x * y.primops,162658,15290,382,0,35651584
All.bivariate.x * y.primops/double,102783,6482,406,0,35651584
